unique_id,has_missing_features,wave,professional_role,years_of_experience,years_of_experience_o,d_years_experience,d_d_years_experience,ethnic_background,ethnic_background_o,shared_ethnicity,significance_shared_ethnicity,significance_shared_religon,d_significance_shared_ethnicity,d_significance_shared_religon,study_field,pref_o_communication_skills,pref_o_reliability,pref_o_intelligence,pref_o_creativity,pref_o_ambitious,pref_o_shared_interests,d_pref_o_communication_skills,d_pref_o_reliability,d_pref_o_intelligence,d_pref_o_creativity,d_pref_o_ambitious,d_pref_o_shared_interests,communication_skills_o,reliability_o,intelligence_o,creativity_o,ambitous_o,shared_interests_o,d_communication_skills_o,d_reliability_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,communication_skills_important,reliability_important,intellicence_important,shared_interests_important,d_communication_skills_important,d_reliability_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,communication_skills,reliability,intelligence,creativity,ambition,d_communication_skills,d_reliability,d_intelligence,d_creative,d_ambition,communication_skills_partner,reliability_partner,intelligence_partner,creativity_partner,ambition_partner,shared_interests_partner,d_communication_skills_partner,d_reliability_partner,d_intelligence_partner,d_creativity_partner,d_ambition_partner,d_shared_interests_partner,sustainability,collaborations,work_life_balance,commitment,loyalty,social_events,shared_working_space,after_hours_friendships,independent_working,high_salary,community_involvement,diversity_and_inclusion,mentorship_programs,employee_benefits,job_security,flexible_working_hours,work_from_home,d_sustainability,d_collaborations,d_work_life_balance,d_commitment,d_loyalty,d_social_events,d_shared_working_space,d_after_hours_friendships,d_independent_working,d_high_salary,d_community_involvement,d_diversity_and_inclusion,d_mentorship_programs,d_employee_benefits,d_job_security,d_flexible_working_hours,d_work_from_home,interests_correlate,d_interests_correlate,expected_satisfied_with_people,expected_num_interested_in_me,expected_num_matches,d_expected_satisfied_with_people,d_expected_num_interested_in_me,d_expected_num_matches,satisfied,guess_prob_satisfied,d_satisfied,d_guess_prob_satisfied,met
7461,b'',14.0,b'technical',14.0,10.0,4.0,b'[4-6]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,7.0,b'[0-1]',b'[6-10]',b'Organizational Psychology',25.0,15.0,20.0,20.0,10.0,10.0,b'[21-100]',b'[0-15]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',6.0,7.0,6.0,6.0,5.0,3.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',25.0,20.0,10.0,5.0,b'[21-100]',b'[16-20]',b'[0-15]',b'[16-20]',b'[16-20]',b'[0-15]',7.0,8.0,8.0,9.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',6.0,6.0,6.0,6.0,5.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,b'[0-5]',b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',0.32,b'[0-0.33]',6.0,,5.0,b'[5-6]',b'[0-3]',b'[3-5]',6.0,6.0,b'[6-8]',b'[5-6]',0.0
9899,b'',14.0,b'technical',12.0,9.0,3.0,b'[2-3]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',9.0,5.0,b'[6-10]',b'[2-5]',b'Applied Physiology & Nutrition',50.0,10.0,10.0,10.0,10.0,10.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,7.0,7.0,7.0,9.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',12.0,25.0,25.0,15.0,b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',7.0,10.0,6.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,8.0,8.0,8.0,8.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[6-8]',-0.09,b'[-1-0]',6.0,,2.0,b'[5-6]',b'[0-3]',b'[0-2]',7.0,6.0,b'[6-8]',b'[5-6]',0.0
6174,b'',14.0,b'technical',12.0,11.0,1.0,b'[0-1]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9.0,5.0,b'[6-10]',b'[2-5]',b'Applied Physiology & Nutrition',50.0,10.0,10.0,10.0,5.0,15.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,5.0,6.0,7.0,6.0,5.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',12.0,25.0,25.0,15.0,b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',7.0,10.0,6.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',4.0,6.0,7.0,4.0,8.0,3.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[6-8]',0.07,b'[0-0.33]',6.0,,2.0,b'[5-6]',b'[0-3]',b'[0-2]',4.0,4.0,b'[0-5]',b'[0-4]',0.0
7337,b'',14.0,b'technical',12.0,6.0,6.0,b'[4-6]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',9.0,5.0,b'[6-10]',b'[2-5]',b'Applied Physiology & Nutrition',30.0,10.0,15.0,20.0,15.0,10.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',6.0,9.0,7.0,4.0,5.0,5.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',12.0,25.0,25.0,15.0,b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',7.0,10.0,6.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',6.0,8.0,8.0,7.0,9.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[6-8]',0.31,b'[0-0.33]',6.0,,2.0,b'[5-6]',b'[0-3]',b'[0-2]',7.0,5.0,b'[6-8]',b'[5-6]',0.0
7188,b'',14.0,b'technical',16.0,8.0,8.0,b'[7-37]',b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',1.0,3.0,b'[0-1]',b'[2-5]',b'music education',25.0,25.0,25.0,15.0,10.0,0.0,b'[21-100]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',9.0,9.0,9.0,9.0,9.0,7.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',15.0,15.0,30.0,10.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,10.0,7.0,8.0,9.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',8.0,8.0,8.0,8.0,8.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.04,b'[0-0.33]',8.0,,,b'[7-10]',b'[0-3]',b'[0-2]',8.0,7.0,b'[6-8]',b'[7-10]',0.0
1850,b'',14.0,b'technical',16.0,11.0,5.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',1.0,3.0,b'[0-1]',b'[2-5]',b'music education',31.58,10.53,15.79,21.05,10.53,10.53,b'[21-100]',b'[0-15]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',7.0,7.0,6.0,5.0,5.0,4.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',15.0,15.0,30.0,10.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,10.0,7.0,8.0,9.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',6.0,6.0,6.0,6.0,7.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.72,b'[0.33-1]',8.0,,,b'[7-10]',b'[0-3]',b'[0-2]',7.0,6.0,b'[6-8]',b'[5-6]',0.0
4358,b'',14.0,b'technical',16.0,11.0,5.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1.0,3.0,b'[0-1]',b'[2-5]',b'music education',50.0,10.0,10.0,10.0,5.0,15.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',7.0,6.0,5.0,5.0,5.0,6.0,b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',15.0,15.0,30.0,10.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,10.0,7.0,8.0,9.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',7.0,7.0,7.0,7.0,7.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',b'[0-5]',0.25,b'[0-0.33]',8.0,,,b'[7-10]',b'[0-3]',b'[0-2]',7.0,7.0,b'[6-8]',b'[7-10]',0.0
4109,b'',14.0,b'technical',10.0,11.0,1.0,b'[0-1]',b'Other',b'European/Caucasian-American',b'0',6.0,6.0,b'[6-10]',b'[6-10]',b'Music Education',31.58,10.53,15.79,21.05,10.53,10.53,b'[21-100]',b'[0-15]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',4.0,6.0,7.0,4.0,6.0,4.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',20.0,20.0,20.0,20.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',b'[16-20]',9.0,10.0,9.0,9.0,8.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',8.0,6.0,7.0,7.0,7.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',0.38,b'[0.33-1]',9.0,,5.0,b'[7-10]',b'[0-3]',b'[3-5]',7.0,6.0,b'[6-8]',b'[5-6]',0.0
7828,b'',14.0,b'technical',10.0,8.0,2.0,b'[2-3]',b'Other',b'European/Caucasian-American',b'0',6.0,6.0,b'[6-10]',b'[6-10]',b'Music Education',30.0,15.0,20.0,25.0,5.0,5.0,b'[21-100]',b'[0-15]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',4.0,4.0,4.0,3.0,5.0,4.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',20.0,20.0,20.0,20.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',b'[16-20]',9.0,10.0,9.0,9.0,8.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',7.0,8.0,7.0,7.0,6.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',0.08,b'[0-0.33]',9.0,,5.0,b'[7-10]',b'[0-3]',b'[3-5]',7.0,7.0,b'[6-8]',b'[7-10]',0.0
2747,b'',14.0,b'technical',10.0,6.0,4.0,b'[4-6]',b'Other',b'European/Caucasian-American',b'0',6.0,6.0,b'[6-10]',b'[6-10]',b'Music Education',17.0,18.0,28.0,27.0,5.0,5.0,b'[16-20]',b'[16-20]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',7.0,10.0,9.0,6.0,6.0,3.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',20.0,20.0,20.0,20.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',b'[16-20]',9.0,10.0,9.0,9.0,8.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',7.0,7.0,7.0,9.0,7.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',0.3,b'[0-0.33]',9.0,,5.0,b'[7-10]',b'[0-3]',b'[3-5]',8.0,7.0,b'[6-8]',b'[7-10]',0.0
5764,b'',14.0,b'technical',10.0,7.0,3.0,b'[2-3]',b'Other',b'Asian/Pacific Islander/Asian-American',b'0',6.0,6.0,b'[6-10]',b'[6-10]',b'Music Education',25.0,20.0,10.0,20.0,15.0,10.0,b'[21-100]',b'[16-20]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',6.0,8.0,6.0,5.0,6.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',20.0,20.0,20.0,20.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',b'[16-20]',9.0,10.0,9.0,9.0,8.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',6.0,5.0,6.0,5.0,5.0,5.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',-0.34,b'[-1-0]',9.0,,5.0,b'[7-10]',b'[0-3]',b'[3-5]',5.0,5.0,b'[0-5]',b'[5-6]',0.0
1286,b'',14.0,b'technical',6.0,15.0,9.0,b'[7-37]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7.0,7.0,b'[6-10]',b'[6-10]',b'music education',30.0,20.0,30.0,5.0,5.0,10.0,b'[21-100]',b'[16-20]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',4.0,9.0,4.0,3.0,3.0,3.0,b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',15.0,10.0,25.0,15.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',6.0,6.0,6.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',4.0,4.0,5.0,4.0,5.0,,b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',0.53,b'[0.33-1]',5.0,,5.0,b'[5-6]',b'[0-3]',b'[3-5]',4.0,4.0,b'[0-5]',b'[0-4]',0.0
6155,b'',14.0,b'technical',6.0,8.0,2.0,b'[2-3]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7.0,7.0,b'[6-10]',b'[6-10]',b'music education',40.0,0.0,10.0,50.0,0.0,0.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',4.0,9.0,9.0,2.0,9.0,2.0,b'[0-5]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',b'[0-5]',15.0,10.0,25.0,15.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',6.0,6.0,6.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,7.0,7.0,7.0,7.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',-0.32,b'[-1-0]',5.0,,5.0,b'[5-6]',b'[0-3]',b'[3-5]',8.0,5.0,b'[6-8]',b'[5-6]',0.0
9078,b'',14.0,b'technical',6.0,8.0,2.0,b'[2-3]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',7.0,7.0,b'[6-10]',b'[6-10]',b'music education',30.0,15.0,15.0,20.0,5.0,15.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',5.0,9.0,8.0,4.0,4.0,4.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',15.0,10.0,25.0,15.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',6.0,6.0,6.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,8.0,8.0,8.0,8.0,,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',-0.06,b'[-1-0]',5.0,,5.0,b'[5-6]',b'[0-3]',b'[3-5]',8.0,5.0,b'[6-8]',b'[5-6]',0.0
8336,b'',14.0,b'technical',6.0,10.0,4.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',7.0,7.0,b'[6-10]',b'[6-10]',b'music education',75.0,5.0,5.0,10.0,0.0,5.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,6.0,6.0,7.0,4.0,0.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',15.0,10.0,25.0,15.0,b'[0-15]',b'[0-15]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',6.0,6.0,6.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,7.0,8.0,7.0,7.0,,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',b'[6-8]',b'[0-5]',-0.06,b'[-1-0]',5.0,,5.0,b'[5-6]',b'[0-3]',b'[3-5]',8.0,5.0,b'[6-8]',b'[5-6]',0.0
8891,b'',14.0,b'technical',3.0,8.0,5.0,b'[4-6]',b'European/Caucasian-American',b'Latino/Hispanic American',b'0',9.0,8.0,b'[6-10]',b'[6-10]',b'Clinical Psychology',25.0,25.0,25.0,15.0,10.0,0.0,b'[21-100]',b'[21-100]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,7.0,7.0,9.0,8.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',20.0,10.0,20.0,10.0,b'[16-20]',b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',7.0,7.0,10.0,8.0,8.0,b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',7.0,10.0,8.0,8.0,,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[6-8]',0.6,b'[0.33-1]',7.0,,12.0,b'[7-10]',b'[0-3]',b'[5-18]',6.0,8.0,b'[6-8]',b'[7-10]',0.0
5498,b'',14.0,b'technical',5.0,9.0,4.0,b'[4-6]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',10.0,2.0,b'[6-10]',b'[2-5]',b'Clinical Psychology',50.0,10.0,10.0,10.0,10.0,10.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,8.0,8.0,8.0,7.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',50.0,20.0,10.0,5.0,b'[21-100]',b'[16-20]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',,,,,,,b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',0.25,b'[0-0.33]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',,,b'[0-5]',b'[0-4]',
5994,b'',14.0,b'technical',5.0,10.0,5.0,b'[4-6]',b'European/Caucasian-American',b'Latino/Hispanic American',b'0',10.0,2.0,b'[6-10]',b'[2-5]',b'Clinical Psychology',75.0,5.0,5.0,10.0,0.0,5.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,9.0,9.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',50.0,20.0,10.0,5.0,b'[21-100]',b'[16-20]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,10.0,8.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',9.0,8.0,8.0,7.0,8.0,8.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[9-10]',b'[0-5]',0.44,b'[0.33-1]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',4.0,7.0,b'[0-5]',b'[7-10]',0.0
